STATION_NAME                                           DATE           PRCP      TMAX      TMIN      
ALEXANDER CITY AL US                                   20180327       0.00      122       113       
ALEXANDER CITY AL US                                   20180328       0.00      152.6     116.6     
ALEXANDER CITY AL US                                   20180329       0.00      172.4     134.6     
ALEXANDER CITY AL US                                   20180330       1.64      167       127.4     
ALEXANDER CITY AL US                                   20180331       0.00      150.8     100.4     
BIRMINGHAM AIRPORT AL US                               20180301       0.53      158       122       
BIRMINGHAM AIRPORT AL US                               20180302       0.00      143.6     104       
BIRMINGHAM AIRPORT AL US                               20180303       0.00      154.4     95        
BIRMINGHAM AIRPORT AL US                               20180304       0.00      161.6     100.4     
BIRMINGHAM AIRPORT AL US                               20180305       0.11      150.8     120.2     
BIRMINGHAM AIRPORT AL US                               20180306       0.85      154.4     123.8     
BIRMINGHAM AIRPORT AL US                               20180307       0.00      125.6     96.8      
BIRMINGHAM AIRPORT AL US                               20180308       0.00      127.4     87.8      
BIRMINGHAM AIRPORT AL US                               20180309       0.00      149       86        
BIRMINGHAM AIRPORT AL US                               20180310       0.58      156.2     122       
BIRMINGHAM AIRPORT AL US                               20180311       0.56      138.2     114.8     
BIRMINGHAM AIRPORT AL US                               20180312       0.00      132.8     98.6      
BIRMINGHAM AIRPORT AL US                               20180313       0.00      136.4     86        
BIRMINGHAM AIRPORT AL US                               20180314       0.00      131       91.4      
BIRMINGHAM AIRPORT AL US                               20180315       0.00      156.2     86        
BIRMINGHAM AIRPORT AL US                               20180316       0.00      154.4     109.4     
BIRMINGHAM AIRPORT AL US                               20180317       0.32      174.2     140       
BIRMINGHAM AIRPORT AL US                               20180318       0.00      167       129.2     
BIRMINGHAM AIRPORT AL US                               20180319       0.00      176       140       
BIRMINGHAM AIRPORT AL US                               20180320       0.12      147.2     104       
BIRMINGHAM AIRPORT AL US                               20180321       0.00      132.8     96.8      
BIRMINGHAM AIRPORT AL US                               20180322       0.00      143.6     87.8      
BIRMINGHAM AIRPORT AL US                               20180323       0.00      158       100.4     
BIRMINGHAM AIRPORT AL US                               20180324       0.01      172.4     132.8     
BIRMINGHAM AIRPORT AL US                               20180325       0.00      176       127.4     
BIRMINGHAM AIRPORT AL US                               20180326       0.00      129.2     120.2     
BIRMINGHAM AIRPORT AL US                               20180327       0.00      159.8     118.4     
BIRMINGHAM AIRPORT AL US                               20180328       0.00      177.8     138.2     
BIRMINGHAM AIRPORT AL US                               20180329       1.05      165.2     136.4     
BIRMINGHAM AIRPORT AL US                               20180330       0.00      149       114.8     
BIRMINGHAM AIRPORT AL US                               20180331       0.00      163.4     104       
DECATUR 4 SE AL US                                     20180301       1.52      154.4     125.6     
DECATUR 4 SE AL US                                     20180302       0.20      154.4     107.6     
DECATUR 4 SE AL US                                     20180303       0.00      154.4     102.2     
DECATUR 4 SE AL US                                     20180304       0.00      141.8     100.4     
DECATUR 4 SE AL US                                     20180305       0.25      149       100.4     
DECATUR 4 SE AL US                                     20180306       0.25      150.8     102.2     
DECATUR 4 SE AL US                                     20180307       0.00      152.6     98.6      
DECATUR 4 SE AL US                                     20180308       0.00      109.4     89.6      
DECATUR 4 SE AL US                                     20180309       0.00      145.4     86        
DECATUR 4 SE AL US                                     20180310       0.00      149       89.6      
DECATUR 4 SE AL US                                     20180311       0.00      143.6     95        
DECATUR 4 SE AL US                                     20180312       0.00      149       98.6      
DECATUR 4 SE AL US                                     20180313       0.00      147.2     102.2     
DECATUR 4 SE AL US                                     20180314       0.00      152.6     105.8     
DECATUR 4 SE AL US                                     20180315       0.00      154.4     109.4     
DECATUR 4 SE AL US                                     20180316       0.00      152.6     111.2     
DECATUR 4 SE AL US                                     20180317       0.25      158       125.6     
DECATUR 4 SE AL US                                     20180318       0.00      174.2     118.4     
DECATUR 4 SE AL US                                     20180319       0.10      174.2     118.4     
DECATUR 4 SE AL US                                     20180320       0.40      159.8     123.8     
DECATUR 4 SE AL US                                     20180321       0.00      129.2     93.2      
DECATUR 4 SE AL US                                     20180322       0.00      129.2     91.4      
DECATUR 4 SE AL US                                     20180323       0.00      147.2     104       
DECATUR 4 SE AL US                                     20180324       0.00      152.6     107.6     
DECATUR 4 SE AL US                                     20180325       0.27      158       105.8     
DECATUR 4 SE AL US                                     20180326       0.00      159.8     109.4     
DECATUR 4 SE AL US                                     20180327       0.00      159.8     113       
DECATUR 4 SE AL US                                     20180328       0.00      159.8     114.8     
DECATUR 4 SE AL US                                     20180329       0.08      159.8     105.8     
DECATUR 4 SE AL US                                     20180330       1.00      147.2     122       
DECATUR 4 SE AL US                                     20180331       0.00      147.2     98.6      
TROY MUNICIPAL AIRPORT AL US                           20180301       0.08      177.8     134.6     
TROY MUNICIPAL AIRPORT AL US                           20180302       0.00      154.4     113       
TROY MUNICIPAL AIRPORT AL US                           20180303       0.00      159.8     95        
TROY MUNICIPAL AIRPORT AL US                           20180304       0.00      161.6     89.6      
TROY MUNICIPAL AIRPORT AL US                           20180305       0.00      165.2     113       
TROY MUNICIPAL AIRPORT AL US                           20180306       0.80      152.6     113       
TROY MUNICIPAL AIRPORT AL US                           20180307       0.00      132.8     93.2      
TROY MUNICIPAL AIRPORT AL US                           20180308       0.00      132.8     84.2      
TROY MUNICIPAL AIRPORT AL US                           20180309       0.00      149       82.4      
TROY MUNICIPAL AIRPORT AL US                           20180310       0.00      163.4     102.2     
TROY MUNICIPAL AIRPORT AL US                           20180311       0.43      141.8     129.2     
TROY MUNICIPAL AIRPORT AL US                           20180312       0.00      136.4     96.8      
TROY MUNICIPAL AIRPORT AL US                           20180313       0.00      138.2     84.2      
TROY MUNICIPAL AIRPORT AL US                           20180314       0.00      138.2     87.8      
TROY MUNICIPAL AIRPORT AL US                           20180315       0.00      154.4     82.4      
TROY MUNICIPAL AIRPORT AL US                           20180316       0.00      156.2     95        
TROY MUNICIPAL AIRPORT AL US                           20180317       0.00      177.8     129.2     
TROY MUNICIPAL AIRPORT AL US                           20180318       0.21      170.6     147.2     
TROY MUNICIPAL AIRPORT AL US                           20180319       0.01      174.2     147.2     
TROY MUNICIPAL AIRPORT AL US                           20180320       0.00      156.2     120.2     
TROY MUNICIPAL AIRPORT AL US                           20180321       0.00      143.6     105.8     
TROY MUNICIPAL AIRPORT AL US                           20180322       0.00      145.4     87.8      
TROY MUNICIPAL AIRPORT AL US                           20180323       0.00      159.8     95        
TROY MUNICIPAL AIRPORT AL US                           20180324       0.00      176       116.6     
TROY MUNICIPAL AIRPORT AL US                           20180325       0.03      179.6     131       
TROY MUNICIPAL AIRPORT AL US                           20180326       0.05      132.8     118.4     
TROY MUNICIPAL AIRPORT AL US                           20180327       0.00      159.8     120.2     
TROY MUNICIPAL AIRPORT AL US                           20180328       0.00      174.2     127.4     
TROY MUNICIPAL AIRPORT AL US                           20180329       1.30      172.4     134.6     
TROY MUNICIPAL AIRPORT AL US                           20180330       0.00      156.2     122       
TROY MUNICIPAL AIRPORT AL US                           20180331       0.00      163.4     104       
HANCEVILLE AL US                                       20180301       0.63      159.8     127.4     
HANCEVILLE AL US                                       20180302       0.97      159.8     105.8     
HANCEVILLE AL US                                       20180303       0.00      134.6     89.6      
HANCEVILLE AL US                                       20180304       0.00      145.4     87.8      
HANCEVILLE AL US                                       20180305       0.05      152.6     113       
HANCEVILLE AL US                                       20180306       0.36      140       114.8     
HANCEVILLE AL US                                       20180307       0.03      147.2     95        
HANCEVILLE AL US                                       20180308       0.00      111.2     80.6      
HANCEVILLE AL US                                       20180309       0.00      120.2     73.4      
HANCEVILLE AL US                                       20180310       0.00      141.8     80.6      
HANCEVILLE AL US                                       20180311       2.02      143.6     109.4     
HANCEVILLE AL US                                       20180312       0.00      134.6     95        
HANCEVILLE AL US                                       20180313       0.00      123.8     82.4      
HANCEVILLE AL US                                       20180314       0.00      132.8     82.4      
HANCEVILLE AL US                                       20180315       0.00      122       75.2      
HANCEVILLE AL US                                       20180316       0.00      150.8     75.2      
HANCEVILLE AL US                                       20180317       0.00      147.2     87.8      
HANCEVILLE AL US                                       20180318       0.16      168.8     122       
HANCEVILLE AL US                                       20180319       0.09      168.8     122       
HANCEVILLE AL US                                       20180320       1.31      168.8     114.8     
HANCEVILLE AL US                                       20180321       0.00      127.4     89.6      
HANCEVILLE AL US                                       20180322       0.00      125.6     82.4      
HANCEVILLE AL US                                       20180323       0.00      134.6     82.4      
HANCEVILLE AL US                                       20180324       0.00      147.2     105.8     
HANCEVILLE AL US                                       20180325       0.00      163.4     105.8     
HANCEVILLE AL US                                       20180326       0.07      167       118.4     
HANCEVILLE AL US                                       20180327       0.00      127.4     114.8     
HANCEVILLE AL US                                       20180328       0.00      145.4     114.8     
HANCEVILLE AL US                                       20180329       0.00      167       131       
HANCEVILLE AL US                                       20180330       0.94      167       122       
HANCEVILLE AL US                                       20180331       0.00      167       91.4      
LAFAYETTE 2 W AL US                                    20180301       0.00      159.8     125.6     
LAFAYETTE 2 W AL US                                    20180302       0.30      174.2     105.8     
LAFAYETTE 2 W AL US                                    20180303       0.00      174.2     86        
LAFAYETTE 2 W AL US                                    20180304       0.00      154.4     86        
LAFAYETTE 2 W AL US                                    20180305       0.00      154.4     84.2      
LAFAYETTE 2 W AL US                                    20180306       0.18      145.4     111.2     
LAFAYETTE 2 W AL US                                    20180307       0.54      150.8     98.6      
LAFAYETTE 2 W AL US                                    20180308       0.00      125.6     78.8      
LAFAYETTE 2 W AL US                                    20180309       0.00      125.6     75.2      
LAFAYETTE 2 W AL US                                    20180310       0.00      145.4     73.4      
LAFAYETTE 2 W AL US                                    20180311       0.00      159.8     98.6      
LAFAYETTE 2 W AL US                                    20180312       0.31      131       102.2     
LAFAYETTE 2 W AL US                                    20180313       0.00      131       82.4      
LAFAYETTE 2 W AL US                                    20180314       0.00      134.6     80.6      
LAFAYETTE 2 W AL US                                    20180315       0.00      129.2     73.4      
LAFAYETTE 2 W AL US                                    20180316       0.00      152.6     75.2      
LAFAYETTE 2 W AL US                                    20180317       0.00      156.2     82.4      
LAFAYETTE 2 W AL US                                    20180318       0.00      170.6     98.6      
LAFAYETTE 2 W AL US                                    20180319       0.00      165.2     95        
LAFAYETTE 2 W AL US                                    20180320       0.43      167       122       
LAFAYETTE 2 W AL US                                    20180321       0.00      152.6     95        
LAFAYETTE 2 W AL US                                    20180322       0.00      127.4     82.4      
LAFAYETTE 2 W AL US                                    20180323       0.00      138.2     80.6      
LAFAYETTE 2 W AL US                                    20180324       0.00      150.8     86        
LAFAYETTE 2 W AL US                                    20180325       0.00      170.6     95        
LAFAYETTE 2 W AL US                                    20180326       0.08      163.4     114.8     
LAFAYETTE 2 W AL US                                    20180327       0.00      120.2     111.2     
LAFAYETTE 2 W AL US                                    20180328       0.00      156.2     114.8     
LAFAYETTE 2 W AL US                                    20180329       0.00      177.8     89.6      
LAFAYETTE 2 W AL US                                    20180330       0.87      174.2     127.4     
LAFAYETTE 2 W AL US                                    20180331       0.03      150.8     104       
HEFLIN AL US                                           20180301       0.00      156.2     104       
HEFLIN AL US                                           20180302       0.27      161.6     105.8     
HEFLIN AL US                                           20180303       0.02      159.8     86        
HEFLIN AL US                                           20180304       0.00      147.2     86        
HEFLIN AL US                                           20180305       0.00      158       104       
HEFLIN AL US                                           20180306       0.40      156.2     102.2     
HEFLIN AL US                                           20180307       0.08      147.2     100.4     
HEFLIN AL US                                           20180308       0.00      147.2     82.4      
HEFLIN AL US                                           20180309       0.00      122       77        
HEFLIN AL US                                           20180310       0.01      145.4     77        
HEFLIN AL US                                           20180311       1.32      150.8     91.4      
HEFLIN AL US                                           20180312       0.11      134.6     96.8      
HEFLIN AL US                                           20180313       0.02      134.6     86        
HEFLIN AL US                                           20180314       0.00      131       86        
HEFLIN AL US                                           20180315       0.00      131       77        
HEFLIN AL US                                           20180316       0.00      154.4     78.8      
HEFLIN AL US                                           20180317       0.00      156.2     78.8      
HEFLIN AL US                                           20180318       0.00      167       123.8     
HEFLIN AL US                                           20180319       0.00      172.4     123.8     
HEFLIN AL US                                           20180320       2.81      172.4     122       
HEFLIN AL US                                           20180321       0.06      143.6     98.6      
HEFLIN AL US                                           20180322       0.00      105.8     86        
HEFLIN AL US                                           20180323       0.00      134.6     86        
HEFLIN AL US                                           20180324       0.00      141.8     84.2      
HEFLIN AL US                                           20180325       0.00      168.8     111.2     
HEFLIN AL US                                           20180326       0.00      150.8     111.2     
HEFLIN AL US                                           20180327       0.00      150.8     107.6     
HEFLIN AL US                                           20180328       0.00      150.8     114.8     
HEFLIN AL US                                           20180329       0.00      174.2     116.6     
HEFLIN AL US                                           20180330       0.00      176       116.6     
HEFLIN AL US                                           20180331       0.00      174.2     96.8      
TROY 2 W AL US                                         20180301       0.05      174.2     132.8     
TROY 2 W AL US                                         20180302       0.00      150.8     113       
TROY 2 W AL US                                         20180303       0.00      158       104       
TROY 2 W AL US                                         20180304       0.00      158       100.4     
TROY 2 W AL US                                         20180305       0.00      163.4     114.8     
TROY 2 W AL US                                         20180306       0.87      150.8     118.4     
TROY 2 W AL US                                         20180307       0.00      129.2     95        
TROY 2 W AL US                                         20180308       0.00      131       84.2      
TROY 2 W AL US                                         20180309       0.00      147.2     84.2      
TROY 2 W AL US                                         20180310       0.00      159.8     105.8     
TROY 2 W AL US                                         20180311       0.53      140       129.2     
TROY 2 W AL US                                         20180312       0.00      134.6     96.8      
TROY 2 W AL US                                         20180313       0.00      136.4     86        
TROY 2 W AL US                                         20180314       0.00      134.6     89.6      
TROY 2 W AL US                                         20180315       0.00      152.6     82.4      
TROY 2 W AL US                                         20180316       0.00      154.4     98.6      
TROY 2 W AL US                                         20180317       0.09      176       132.8     
TROY 2 W AL US                                         20180318       0.24      167       147.2     
TROY 2 W AL US                                         20180319       0.00      170.6     147.2     
TROY 2 W AL US                                         20180320       0.00      156.2     118.4     
TROY 2 W AL US                                         20180321       0.00      138.2     104       
TROY 2 W AL US                                         20180322       0.00      143.6     91.4      
TROY 2 W AL US                                         20180323       0.00      158       95        
TROY 2 W AL US                                         20180324       0.00      172.4     118.4     
TROY 2 W AL US                                         20180325       0.01      176       129.2     
TROY 2 W AL US                                         20180326       0.02      131       118.4     
TROY 2 W AL US                                         20180327       0.00      158       118.4     
TROY 2 W AL US                                         20180328       0.00      170.6     134.6     
TROY 2 W AL US                                         20180329       1.02      170.6     136.4     
TROY 2 W AL US                                         20180330       0.00      152.6     123.8     
TROY 2 W AL US                                         20180331       0.00      161.6     109.4     
BREWTON 3 NNE AL US                                    20180301       0.02      177.8     134.6     
BREWTON 3 NNE AL US                                    20180302       0.00      156.2     120.2     
BREWTON 3 NNE AL US                                    20180303       0.00      161.6     102.2     
BREWTON 3 NNE AL US                                    20180304       0.00      163.4     93.2      
BREWTON 3 NNE AL US                                    20180305       0.00      167       125.6     
BREWTON 3 NNE AL US                                    20180306       0.22      152.6     114.8     
BREWTON 3 NNE AL US                                    20180307       0.00      132.8     96.8      
BREWTON 3 NNE AL US                                    20180308       0.00      136.4     87.8      
BREWTON 3 NNE AL US                                    20180309       0.00      150.8     84.2      
BREWTON 3 NNE AL US                                    20180310       0.00      163.4     107.6     
BREWTON 3 NNE AL US                                    20180311       0.88      147.2     127.4     
BREWTON 3 NNE AL US                                    20180312       0.00      136.4     98.6      
BREWTON 3 NNE AL US                                    20180313       0.00      140       89.6      
BREWTON 3 NNE AL US                                    20180314       0.00      141.8     87.8      
BREWTON 3 NNE AL US                                    20180315       0.00      156.2     82.4      
BREWTON 3 NNE AL US                                    20180316       0.03      154.4     98.6      
BREWTON 3 NNE AL US                                    20180317       0.02      176       141.8     
BREWTON 3 NNE AL US                                    20180318       1.67      172.4     147.2     
BREWTON 3 NNE AL US                                    20180319       0.00      176       149       
BREWTON 3 NNE AL US                                    20180320       0.00      156.2     120.2     
BREWTON 3 NNE AL US                                    20180321       0.00      147.2     102.2     
BREWTON 3 NNE AL US                                    20180322       0.00      149       95        
BREWTON 3 NNE AL US                                    20180323       0.00      161.6     96.8      
BREWTON 3 NNE AL US                                    20180324       0.00      168.8     116.6     
BREWTON 3 NNE AL US                                    20180325       0.01      176       145.4     
BREWTON 3 NNE AL US                                    20180326       0.00      150.8     129.2     
BREWTON 3 NNE AL US                                    20180327       0.00      165.2     125.6     
BREWTON 3 NNE AL US                                    20180328       0.00      172.4     125.6     
BREWTON 3 NNE AL US                                    20180329       1.08      174.2     140       
BREWTON 3 NNE AL US                                    20180330       0.00      156.2     123.8     
BREWTON 3 NNE AL US                                    20180331       0.00      167       107.6     
ANDERSON AL US                                         20180301       1.19      143.6     136.4     
ANDERSON AL US                                         20180302       0.00      136.4     100.4     
ANDERSON AL US                                         20180303       0.00      152.6     91.4      
ANDERSON AL US                                         20180304       0.00      154.4     91.4      
ANDERSON AL US                                         20180305       0.10      136.4     114.8     
ANDERSON AL US                                         20180306       0.00      149       118.4     
ANDERSON AL US                                         20180307       0.00      132.8     95        
ANDERSON AL US                                         20180308       0.00      114.8     80.6      
ANDERSON AL US                                         20180309       0.00      149       77        
ANDERSON AL US                                         20180310       0.21      140       113       
ANDERSON AL US                                         20180311       0.22      140       107.6     
ANDERSON AL US                                         20180312       0.04      127.4     91.4      
ANDERSON AL US                                         20180313       0.00      129.2     80.6      
ANDERSON AL US                                         20180314       0.00      123.8     80.6      
ANDERSON AL US                                         20180315       0.00      158       80.6      
ANDERSON AL US                                         20180316       0.00      158       104       
ANDERSON AL US                                         20180317       0.26      172.4     134.6     
ANDERSON AL US                                         20180318       0.00      167       111.2     
ANDERSON AL US                                         20180319       1.65      154.4     118.4     
ANDERSON AL US                                         20180320       0.02      145.4     105.8     
ANDERSON AL US                                         20180321       0.00      127.4     86        
ANDERSON AL US                                         20180322       0.00      138.2     82.4      
ANDERSON AL US                                         20180329       1.83      152.6     134.6     
ANDERSON AL US                                         20180330       0.01      141.8     120.2     
ANDERSON AL US                                         20180331       0.00      161.6     93.2      
SELMA 6 SSE AL US                                      20180301       0.06      176       127.4     
SELMA 6 SSE AL US                                      20180302       0.00      150.8     111.2     
SELMA 6 SSE AL US                                      20180303       0.00      159.8     87.8      
SELMA 6 SSE AL US                                      20180304       0.00      159.8     89.6      
SELMA 6 SSE AL US                                      20180305       0.04      163.4     122       
SELMA 6 SSE AL US                                      20180306       1.05      152.6     113       
SELMA 6 SSE AL US                                      20180307       0.00      129.2     95        
SELMA 6 SSE AL US                                      20180308       0.00      131       86        
SELMA 6 SSE AL US                                      20180309       0.00      149       80.6      
SELMA 6 SSE AL US                                      20180310       0.00      165.2     105.8     
SELMA 6 SSE AL US                                      20180311       1.25      143.6     123.8     
SELMA 6 SSE AL US                                      20180312       0.00      136.4     102.2     
SELMA 6 SSE AL US                                      20180313       0.00      136.4     91.4      
SELMA 6 SSE AL US                                      20180314       0.00      136.4     86        
SELMA 6 SSE AL US                                      20180315       0.00      154.4     80.6      
SELMA 6 SSE AL US                                      20180316       0.01      154.4     98.6      
SELMA 6 SSE AL US                                      20180317       0.00      177.8     138.2     
SELMA 6 SSE AL US                                      20180318       0.17      161.6     140       
SELMA 6 SSE AL US                                      20180319       0.00      176       145.4     
SELMA 6 SSE AL US                                      20180320       0.00      158       113       
SELMA 6 SSE AL US                                      20180321       0.00      140       102.2     
SELMA 6 SSE AL US                                      20180322       0.00      145.4     84.2      
SELMA 6 SSE AL US                                      20180323       0.00      161.6     98.6      
SELMA 6 SSE AL US                                      20180324       0.00      174.2     123.8     
SELMA 6 SSE AL US                                      20180325       0.00      177.8     132.8     
SELMA 6 SSE AL US                                      20180326       0.00      134.6     123.8     
SELMA 6 SSE AL US                                      20180327       0.00      161.6     120.2     
SELMA 6 SSE AL US                                      20180328       0.00      174.2     132.8     
SELMA 6 SSE AL US                                      20180329       1.24      174.2     140       
SELMA 6 SSE AL US                                      20180330       0.00      150.8     111.2     
SELMA 6 SSE AL US                                      20180331       0.00      161.6     96.8      
ATHENS AL US                                           20180301       0.43      149       120.2     
ATHENS AL US                                           20180302       0.00      149       102.2     
ATHENS AL US                                           20180303       0.00      147.2     91.4      
ATHENS AL US                                           20180304       0.00      159.8     98.6      
ATHENS AL US                                           20180305       0.05      138.2     116.6     
ATHENS AL US                                           20180306       0.00      152.6     116.6     
ATHENS AL US                                           20180307       0.00      116.6     93.2      
ATHENS AL US                                           20180308       0.00      123.8     89.6      
ATHENS AL US                                           20180309       0.00      145.4     84.2      
ATHENS AL US                                           20180310       0.62      138.2     120.2     
ATHENS AL US                                           20180311       0.41      140       107.6     
ATHENS AL US                                           20180312       0.00      134.6     100.4     
ATHENS AL US                                           20180313       0.00      138.2     89.6      
ATHENS AL US                                           20180314       0.00      127.4     89.6      
ATHENS AL US                                           20180315       0.00      156.2     91.4      
ATHENS AL US                                           20180316       0.00      156.2     109.4     
ATHENS AL US                                           20180317       0.05      174.2     138.2     
ATHENS AL US                                           20180318       0.04      145.4     118.4     
ATHENS AL US                                           20180319       0.35      156.2     125.6     
ATHENS AL US                                           20180320       0.00      131       104       
ATHENS AL US                                           20180321       0.00      134.6     87.8      
ATHENS AL US                                           20180322       0.00      145.4     91.4      
ATHENS AL US                                           20180323       0.00      143.6     104       
ATHENS AL US                                           20180324       0.00      154.4     129.2     
ATHENS AL US                                           20180325       0.04      158       129.2     
ATHENS AL US                                           20180326       0.00      132.8     123.8     
ATHENS AL US                                           20180327       0.00      152.6     118.4     
ATHENS AL US                                           20180328       0.00      159.8     138.2     
ATHENS AL US                                           20180329       1.18      156.2     134.6     
ATHENS AL US                                           20180330       0.00      156.2     113       
ATHENS AL US                                           20180331       0.00      159.8     100.4     
JACKSON AL US                                          20180301       0.00      179.6     141.8     
JACKSON AL US                                          20180302       0.06      177.8     120.2     
JACKSON AL US                                          20180303       0.00      154.4     98.6      
JACKSON AL US                                          20180304       0.00      163.4     98.6      
JACKSON AL US                                          20180305       0.00      167       100.4     
JACKSON AL US                                          20180308       0.00      132.8     87.8      
JACKSON AL US                                          20180309       0.00      145.4     87.8      
JACKSON AL US                                          20180310       0.00      152.6     114.8     
JACKSON AL US                                          20180311       0.00      168.8     123.8     
JACKSON AL US                                          20180312       1.34      147.2     114.8     
JACKSON AL US                                          20180313       0.00      138.2     93.2      
JACKSON AL US                                          20180314       0.00      138.2     91.4      
JACKSON AL US                                          20180317       0.60      147.2     111.2     
JACKSON AL US                                          20180318       0.03      179.6     138.2     
JACKSON AL US                                          20180319       0.73      161.6     145.4     
JACKSON AL US                                          20180320       0.00      181.4     140       
JACKSON AL US                                          20180321       0.00      181.4     104       
JACKSON AL US                                          20180322       0.00      149       95        
JACKSON AL US                                          20180323       0.00      152.6     96.8      
JACKSON AL US                                          20180324       0.00      165.2     104       
JACKSON AL US                                          20180325       0.00      172.4     134.6     
JACKSON AL US                                          20180326       0.00      181.4     145.4     
JACKSON AL US                                          20180329       0.00      172.4     145.4     
JACKSON AL US                                          20180330       1.51      174.2     136.4     
JACKSON AL US                                          20180331       0.00      154.4     109.4     
OPELIKA AL US                                          20180301       0.00      159.8     127.4     
OPELIKA AL US                                          20180302       0.02      174.2     109.4     
OPELIKA AL US                                          20180303       0.00      145.4     95        
OPELIKA AL US                                          20180304       0.00      154.4     96.8      
OPELIKA AL US                                          20180305       0.00      150.8     104       
OPELIKA AL US                                          20180306       0.37      150.8     116.6     
OPELIKA AL US                                          20180307       0.40      149       98.6      
OPELIKA AL US                                          20180308       0.00      127.4     82.4      
OPELIKA AL US                                          20180309       0.00      125.6     78.8      
OPELIKA AL US                                          20180310       0.00      143.6     93.2      
OPELIKA AL US                                          20180311       0.55      158       113       
OPELIKA AL US                                          20180312       0.98      131       105.8     
OPELIKA AL US                                          20180313       0.00      131       82.4      
OPELIKA AL US                                          20180314       0.00      134.6     84.2      
OPELIKA AL US                                          20180315       0.00      129.2     77        
OPELIKA AL US                                          20180316       0.00      149       89.6      
OPELIKA AL US                                          20180317       0.00      150.8     109.4     
OPELIKA AL US                                          20180318       0.00      170.6     131       
OPELIKA AL US                                          20180319       0.00      170.6     131       
OPELIKA AL US                                          20180320       0.00      163.4     127.4     
OPELIKA AL US                                          20180321       0.00      152.6     96.8      
OPELIKA AL US                                          20180322       0.00      129.2     86        
OPELIKA AL US                                          20180323       0.00      140       86        
OPELIKA AL US                                          20180324       0.02      149       95        
OPELIKA AL US                                          20180325       0.00      170.6     95        
OPELIKA AL US                                          20180326       0.00      170.6     95        
OPELIKA AL US                                          20180327       0.00      122       113       
OPELIKA AL US                                          20180328       0.00      156.2     118.4     
OPELIKA AL US                                          20180329       0.00      172.4     127.4     
OPELIKA AL US                                          20180330       0.75      170.6     127.4     
OPELIKA AL US                                          20180331       0.00      152.6     104       
ALABASTER SHELBY CO AIRPORT AL US                      20180301       0.25      161.6     129.2     
ALABASTER SHELBY CO AIRPORT AL US                      20180302       0.00      145.4     113       
ALABASTER SHELBY CO AIRPORT AL US                      20180303       0.00      156.2     102.2     
ALABASTER SHELBY CO AIRPORT AL US                      20180304       0.00      159.8     111.2     
ALABASTER SHELBY CO AIRPORT AL US                      20180305       0.35      154.4     118.4     
ALABASTER SHELBY CO AIRPORT AL US                      20180306       0.59      152.6     118.4     
ALABASTER SHELBY CO AIRPORT AL US                      20180307       0.00      125.6     100.4     
ALABASTER SHELBY CO AIRPORT AL US                      20180308       0.00      127.4     89.6      
ALABASTER SHELBY CO AIRPORT AL US                      20180309       0.00      147.2     87.8      
ALABASTER SHELBY CO AIRPORT AL US                      20180310       0.00      165.2     109.4     
ALABASTER SHELBY CO AIRPORT AL US                      20180311       1.01      138.2     118.4     
ALABASTER SHELBY CO AIRPORT AL US                      20180312       0.00      132.8     100.4     
ALABASTER SHELBY CO AIRPORT AL US                      20180313       0.00      136.4     95        
ALABASTER SHELBY CO AIRPORT AL US                      20180314       0.00      131       93.2      
ALABASTER SHELBY CO AIRPORT AL US                      20180315       0.00      154.4     87.8      
ALABASTER SHELBY CO AIRPORT AL US                      20180316       0.04      152.6     107.6     
ALABASTER SHELBY CO AIRPORT AL US                      20180317       0.01      174.2     136.4     
ALABASTER SHELBY CO AIRPORT AL US                      20180318       0.06      161.6     136.4     
ALABASTER SHELBY CO AIRPORT AL US                      20180319       0.02      170.6     140       
ALABASTER SHELBY CO AIRPORT AL US                      20180320       0.02      152.6     105.8     
ALABASTER SHELBY CO AIRPORT AL US                      20180321       0.00      132.8     98.6      
ALABASTER SHELBY CO AIRPORT AL US                      20180322       0.00      145.4     95        
ALABASTER SHELBY CO AIRPORT AL US                      20180323       0.00      158       104       
ALABASTER SHELBY CO AIRPORT AL US                      20180324       0.00      170.6     131       
ALABASTER SHELBY CO AIRPORT AL US                      20180325       0.12      176       123.8     
ALABASTER SHELBY CO AIRPORT AL US                      20180326       0.00      129.2     120.2     
ALABASTER SHELBY CO AIRPORT AL US                      20180327       0.00      159.8     118.4     
ALABASTER SHELBY CO AIRPORT AL US                      20180328       0.00      176       140       
ALABASTER SHELBY CO AIRPORT AL US                      20180329       0.96      165.2     136.4     
ALABASTER SHELBY CO AIRPORT AL US                      20180330       0.00      147.2     114.8     
ALABASTER SHELBY CO AIRPORT AL US                      20180331       0.00      161.6     105.8     
HAMILTON 3 S AL US                                     20180301       0.68      161.6     131       
HAMILTON 3 S AL US                                     20180302       0.57      145.4     96.8      
HAMILTON 3 S AL US                                     20180303       0.00      145.4     80.6      
HAMILTON 3 S AL US                                     20180304       0.00      154.4     82.4      
HAMILTON 3 S AL US                                     20180305       0.03      165.2     89.6      
HAMILTON 3 S AL US                                     20180306       0.11      149       116.6     
HAMILTON 3 S AL US                                     20180307       0.00      154.4     93.2      
HAMILTON 3 S AL US                                     20180308       0.00      123.8     77        
HAMILTON 3 S AL US                                     20180309       0.00      125.6     71.6      
HAMILTON 3 S AL US                                     20180310       0.00      134.6     75.2      
HAMILTON 3 S AL US                                     20180311       0.75      134.6     109.4     
