STATION_NAME                                           DATE           PRCP      TMAX      TMIN      
HALEYVILLE AL US                                       20180302       0.00      134.6     102.2     
HALEYVILLE AL US                                       20180303       0.00      143.6     98.6      
HALEYVILLE AL US                                       20180304       0.00      158       105.8     
HALEYVILLE AL US                                       20180305       0.25      158       116.6     
HALEYVILLE AL US                                       20180306       0.00      145.4     118.4     
HALEYVILLE AL US                                       20180307       0.00      145.4     93.2      
HALEYVILLE AL US                                       20180309       0.00      127.4     82.4      
HALEYVILLE AL US                                       20180310       0.50      140       109.4     
HALEYVILLE AL US                                       20180311       0.75      136.4     114.8     
HALEYVILLE AL US                                       20180312       0.10      132.8     93.2      
HALEYVILLE AL US                                       20180313       0.00      129.2     82.4      
HALEYVILLE AL US                                       20180314       0.00      125.6     82.4      
HALEYVILLE AL US                                       20180315       0.00      134.6     87.8      
HALEYVILLE AL US                                       20180316       0.00      161.6     107.6     
HALEYVILLE AL US                                       20180317       0.05      149       132.8     
HALEYVILLE AL US                                       20180318       0.01      152.6     122       
HALEYVILLE AL US                                       20180321       0.00      123.8     89.6      
HALEYVILLE AL US                                       20180322       0.00      138.2     87.8      
HALEYVILLE AL US                                       20180323       0.00      149       105.8     
HALEYVILLE AL US                                       20180324       0.00      154.4     125.6     
HALEYVILLE AL US                                       20180325       0.00      159.8     132.8     
HALEYVILLE AL US                                       20180326       0.05      156.2     120.2     
HALEYVILLE AL US                                       20180327       0.00      132.8     113       
HALEYVILLE AL US                                       20180328       0.00      161.6     132.8     
HALEYVILLE AL US                                       20180329       1.50      154.4     132.8     
HALEYVILLE AL US                                       20180330       0.00      140       116.6     
HALEYVILLE AL US                                       20180331       0.00      145.4     93.2      
SCOTTSBORO AL US                                       20180301       2.55      145.4     127.4     
SCOTTSBORO AL US                                       20180302       0.40      138.2     107.6     
SCOTTSBORO AL US                                       20180303       0.00      141.8     89.6      
SCOTTSBORO AL US                                       20180304       0.00      149       93.2      
SCOTTSBORO AL US                                       20180305       0.00      156.2     98.6      
SCOTTSBORO AL US                                       20180306       0.25      131       104       
SCOTTSBORO AL US                                       20180307       0.00      152.6     98.6      
SCOTTSBORO AL US                                       20180308       0.00      118.4     84.2      
SCOTTSBORO AL US                                       20180309       0.00      116.6     75.2      
SCOTTSBORO AL US                                       20180310       0.00      138.2     78.8      
SCOTTSBORO AL US                                       20180313       0.00      129.2     84.2      
SCOTTSBORO AL US                                       20180314       0.00      132.8     84.2      
SCOTTSBORO AL US                                       20180315       0.00      125.6     80.6      
SCOTTSBORO AL US                                       20180316       0.00      154.4     80.6      
SCOTTSBORO AL US                                       20180317       0.00      158       100.4     
SCOTTSBORO AL US                                       20180318       0.21      170.6     118.4     
SCOTTSBORO AL US                                       20180319       0.10      150.8     118.4     
SCOTTSBORO AL US                                       20180320       0.28      147.2     122       
SCOTTSBORO AL US                                       20180321       0.00      132.8     96.8      
SCOTTSBORO AL US                                       20180322       0.00      125.6     84.2      
SCOTTSBORO AL US                                       20180323       0.00      140       84.2      
SCOTTSBORO AL US                                       20180324       0.00      145.4     102.2     
SCOTTSBORO AL US                                       20180325       0.05      156.2     120.2     
SCOTTSBORO AL US                                       20180326       0.00      143.6     116.6     
SCOTTSBORO AL US                                       20180327       0.00      125.6     114.8     
SCOTTSBORO AL US                                       20180328       0.00      143.6     116.6     
SCOTTSBORO AL US                                       20180329       0.00      168.8     118.4     
SCOTTSBORO AL US                                       20180330       0.80      165.2     125.6     
SCOTTSBORO AL US                                       20180331       0.00      143.6     95        
WINFIELD 2 SW AL US                                    20180301       0.33      165.2     132.8     
WINFIELD 2 SW AL US                                    20180302       0.28      141.8     96.8      
WINFIELD 2 SW AL US                                    20180303       0.00      138.2     87.8      
WINFIELD 2 SW AL US                                    20180304       0.00      150.8     100.4     
WINFIELD 2 SW AL US                                    20180305       0.16      161.6     111.2     
WINFIELD 2 SW AL US                                    20180306       0.20      147.2     84.2      
WINFIELD 2 SW AL US                                    20180307       0.00      149       95        
WINFIELD 2 SW AL US                                    20180308       0.00      122       82.4      
WINFIELD 2 SW AL US                                    20180309       0.00      125.6     77        
WINFIELD 2 SW AL US                                    20180310       0.00      149       80.6      
WINFIELD 2 SW AL US                                    20180311       1.10      140       114.8     
WINFIELD 2 SW AL US                                    20180312       0.00      138.2     98.6      
WINFIELD 2 SW AL US                                    20180313       0.00      131       82.4      
WINFIELD 2 SW AL US                                    20180314       0.00      132.8     82.4      
WINFIELD 2 SW AL US                                    20180315       0.00      129.2     78.8      
WINFIELD 2 SW AL US                                    20180316       0.00      154.4     78.8      
WINFIELD 2 SW AL US                                    20180317       0.66      143.6     100.4     
WINFIELD 2 SW AL US                                    20180318       0.12      170.6     129.2     
WINFIELD 2 SW AL US                                    20180319       0.05      150.8     129.2     
WINFIELD 2 SW AL US                                    20180320       0.04      168.8     120.2     
WINFIELD 2 SW AL US                                    20180321       0.00      127.4     91.4      
WINFIELD 2 SW AL US                                    20180322       0.00      129.2     82.4      
WINFIELD 2 SW AL US                                    20180323       0.00      143.6     82.4      
WINFIELD 2 SW AL US                                    20180324       0.00      156.2     109.4     
WINFIELD 2 SW AL US                                    20180325       0.00      165.2     125.6     
WINFIELD 2 SW AL US                                    20180326       0.00      165.2     125.6     
WINFIELD 2 SW AL US                                    20180327       0.00      131       120.2     
WINFIELD 2 SW AL US                                    20180328       0.00      150.8     120.2     
WINFIELD 2 SW AL US                                    20180329       0.18      168.8     143.6     
WINFIELD 2 SW AL US                                    20180330       0.88      145.4     122       
WINFIELD 2 SW AL US                                    20180331       0.00      147.2     93.2      
VERNON AL US                                           20180301       0.32      170.6     136.4     
VERNON AL US                                           20180302       0.32      147.2     102.2     
VERNON AL US                                           20180306       0.51      163.4     123.8     
VERNON AL US                                           20180307       0.00      156.2     98.6      
VERNON AL US                                           20180308       0.00      154.4     86        
VERNON AL US                                           20180309       0.00      131       82.4      
VERNON AL US                                           20180313       0.00      140       84.2      
VERNON AL US                                           20180314       0.00      136.4     84.2      
VERNON AL US                                           20180315       0.00      140       82.4      
VERNON AL US                                           20180316       0.00      158       102.2     
VERNON AL US                                           20180320       0.01      170.6     122       
VERNON AL US                                           20180321       0.02      138.2     93.2      
VERNON AL US                                           20180323       0.00      149       104       
VERNON AL US                                           20180326       0.00      167       125.6     
VERNON AL US                                           20180327       0.00      131       123.8     
VERNON AL US                                           20180328       0.00      158       125.6     
VERNON AL US                                           20180329       0.39      172.4     143.6     
NORTHPORT 2 S AL US                                    20180301       0.43      156.2     127.4     
NORTHPORT 2 S AL US                                    20180302       0.00      147.2     102.2     
NORTHPORT 2 S AL US                                    20180303       0.00      156.2     91.4      
NORTHPORT 2 S AL US                                    20180304       0.00      163.4     95        
NORTHPORT 2 S AL US                                    20180305       0.76      159.8     120.2     
NORTHPORT 2 S AL US                                    20180306       0.52      156.2     116.6     
NORTHPORT 2 S AL US                                    20180307       0.00      125.6     98.6      
NORTHPORT 2 S AL US                                    20180308       0.00      131       87.8      
NORTHPORT 2 S AL US                                    20180309       0.00      150.8     86        
NORTHPORT 2 S AL US                                    20180310       0.03      163.4     114.8     
NORTHPORT 2 S AL US                                    20180311       1.28      143.6     116.6     
NORTHPORT 2 S AL US                                    20180312       0.00      136.4     104       
NORTHPORT 2 S AL US                                    20180313       0.00      138.2     89.6      
NORTHPORT 2 S AL US                                    20180314       0.00      134.6     87.8      
NORTHPORT 2 S AL US                                    20180315       0.00      159.8     84.2      
NORTHPORT 2 S AL US                                    20180316       0.11      143.6     107.6     
NORTHPORT 2 S AL US                                    20180317       0.00      177.8     140       
NORTHPORT 2 S AL US                                    20180318       0.13      161.6     132.8     
NORTHPORT 2 S AL US                                    20180319       0.00      174.2     140       
NORTHPORT 2 S AL US                                    20180320       0.00      150.8     104       
NORTHPORT 2 S AL US                                    20180321       0.00      138.2     98.6      
NORTHPORT 2 S AL US                                    20180322       0.00      149       89.6      
NORTHPORT 2 S AL US                                    20180323       0.00      159.8     102.2     
NORTHPORT 2 S AL US                                    20180324       0.00      174.2     132.8     
NORTHPORT 2 S AL US                                    20180325       0.00      176       138.2     
NORTHPORT 2 S AL US                                    20180326       0.00      138.2     125.6     
NORTHPORT 2 S AL US                                    20180327       0.00      159.8     122       
NORTHPORT 2 S AL US                                    20180328       0.00      176       143.6     
NORTHPORT 2 S AL US                                    20180329       0.76      161.6     136.4     
NORTHPORT 2 S AL US                                    20180330       0.00      152.6     111.2     
NORTHPORT 2 S AL US                                    20180331       0.00      163.4     100.4     
HIGHLAND HOME 2 S AL US                                20180301       0.04      176       131       
HIGHLAND HOME 2 S AL US                                20180302       0.00      149       113       
HIGHLAND HOME 2 S AL US                                20180303       0.00      154.4     102.2     
HIGHLAND HOME 2 S AL US                                20180304       0.00      158       107.6     
HIGHLAND HOME 2 S AL US                                20180305       0.00      163.4     120.2     
HIGHLAND HOME 2 S AL US                                20180306       0.86      147.2     120.2     
HIGHLAND HOME 2 S AL US                                20180307       0.00      129.2     98.6      
HIGHLAND HOME 2 S AL US                                20180308       0.00      131       91.4      
HIGHLAND HOME 2 S AL US                                20180309       0.00      145.4     95        
HIGHLAND HOME 2 S AL US                                20180310       0.00      159.8     105.8     
HIGHLAND HOME 2 S AL US                                20180311       0.58      141.8     125.6     
HIGHLAND HOME 2 S AL US                                20180312       0.00      134.6     102.2     
HIGHLAND HOME 2 S AL US                                20180313       0.00      134.6     89.6      
HIGHLAND HOME 2 S AL US                                20180315       0.00      150.8     102.2     
HIGHLAND HOME 2 S AL US                                20180316       0.00      152.6     114.8     
HIGHLAND HOME 2 S AL US                                20180317       0.00      174.2     134.6     
HIGHLAND HOME 2 S AL US                                20180318       0.36      165.2     145.4     
HIGHLAND HOME 2 S AL US                                20180319       0.00      170.6     145.4     
HIGHLAND HOME 2 S AL US                                20180320       0.00      156.2     114.8     
HIGHLAND HOME 2 S AL US                                20180321       0.00      136.4     102.2     
HIGHLAND HOME 2 S AL US                                20180322       0.00      141.8     96.8      
HIGHLAND HOME 2 S AL US                                20180323       0.00      158       116.6     
HIGHLAND HOME 2 S AL US                                20180324       0.00      168.8     122       
HIGHLAND HOME 2 S AL US                                20180325       0.45      176       127.4     
HIGHLAND HOME 2 S AL US                                20180326       0.10      129.2     118.4     
HIGHLAND HOME 2 S AL US                                20180327       0.00      159.8     116.6     
HIGHLAND HOME 2 S AL US                                20180328       0.00      168.8     134.6     
HIGHLAND HOME 2 S AL US                                20180329       0.93      168.8     136.4     
HIGHLAND HOME 2 S AL US                                20180330       0.00      150.8     122       
HIGHLAND HOME 2 S AL US                                20180331       0.00      161.6     109.4     
TALLADEGA 10 NNE AL US                                 20180301       0.41      159.8     125.6     
TALLADEGA 10 NNE AL US                                 20180302       0.00      140       98.6      
TALLADEGA 10 NNE AL US                                 20180303       0.00      149       87.8      
TALLADEGA 10 NNE AL US                                 20180304       0.00      154.4     91.4      
TALLADEGA 10 NNE AL US                                 20180305       0.04      145.4     107.6     
TALLADEGA 10 NNE AL US                                 20180306       0.84      150.8     123.8     
TALLADEGA 10 NNE AL US                                 20180307       0.00      123.8     93.2      
TALLADEGA 10 NNE AL US                                 20180308       0.00      125.6     82.4      
TALLADEGA 10 NNE AL US                                 20180309       0.00      145.4     78.8      
TALLADEGA 10 NNE AL US                                 20180310       0.29      154.4     98.6      
TALLADEGA 10 NNE AL US                                 20180311       0.65      136.4     120.2     
TALLADEGA 10 NNE AL US                                 20180312       0.00      129.2     93.2      
TALLADEGA 10 NNE AL US                                 20180313       0.00      134.6     86        
TALLADEGA 10 NNE AL US                                 20180314       0.00      125.6     84.2      
TALLADEGA 10 NNE AL US                                 20180315       0.00      154.4     78.8      
TALLADEGA 10 NNE AL US                                 20180316       0.00      152.6     93.2      
TALLADEGA 10 NNE AL US                                 20180317       0.15      168.8     129.2     
TALLADEGA 10 NNE AL US                                 20180318       0.00      167       123.8     
TALLADEGA 10 NNE AL US                                 20180319       0.75      167       136.4     
TALLADEGA 10 NNE AL US                                 20180320       0.00      140       107.6     
TALLADEGA 10 NNE AL US                                 20180321       0.00      129.2     96.8      
TALLADEGA 10 NNE AL US                                 20180322       0.00      140       86        
TALLADEGA 10 NNE AL US                                 20180323       0.09      143.6     91.4      
TALLADEGA 10 NNE AL US                                 20180324       0.00      170.6     111.2     
TALLADEGA 10 NNE AL US                                 20180325       0.00      168.8     123.8     
TALLADEGA 10 NNE AL US                                 20180326       0.00      127.4     114.8     
TALLADEGA 10 NNE AL US                                 20180327       0.00      156.2     114.8     
TALLADEGA 10 NNE AL US                                 20180328       0.00      174.2     125.6     
TALLADEGA 10 NNE AL US                                 20180329       0.97      165.2     138.2     
TALLADEGA 10 NNE AL US                                 20180330       0.00      145.4     107.6     
TALLADEGA 10 NNE AL US                                 20180331       0.00      163.4     96.8      
BAY MINETTE AL US                                      20180301       0.00      177.8     152.6     
BAY MINETTE AL US                                      20180302       0.00      179.6     125.6     
BAY MINETTE AL US                                      20180303       0.00      161.6     107.6     
BAY MINETTE AL US                                      20180304       0.00      165.2     107.6     
BAY MINETTE AL US                                      20180305       0.00      167       109.4     
BAY MINETTE AL US                                      20180306       0.05      167       134.6     
BAY MINETTE AL US                                      20180307       0.28      154.4     116.6     
BAY MINETTE AL US                                      20180308       0.00      140       96.8      
BAY MINETTE AL US                                      20180309       0.00      143.6     96.8      
BAY MINETTE AL US                                      20180310       0.00      150.8     118.4     
BAY MINETTE AL US                                      20180311       0.00      163.4     129.2     
BAY MINETTE AL US                                      20180312       0.50      158       113       
BAY MINETTE AL US                                      20180313       0.00      141.8     100.4     
BAY MINETTE AL US                                      20180314       0.00      140       98.6      
BAY MINETTE AL US                                      20180315       0.00      149       96.8      
BAY MINETTE AL US                                      20180316       0.00      154.4     114.8     
BAY MINETTE AL US                                      20180317       0.50      156.2     116.6     
BAY MINETTE AL US                                      20180318       0.08      170.6     150.8     
BAY MINETTE AL US                                      20180319       0.25      161.6     150.8     
BAY MINETTE AL US                                      20180320       0.00      172.4     136.4     
BAY MINETTE AL US                                      20180321       0.00      154.4     111.2     
BAY MINETTE AL US                                      20180322       0.00      154.4     104       
BAY MINETTE AL US                                      20180323       0.00      154.4     111.2     
BAY MINETTE AL US                                      20180324       0.00      161.6     129.2     
BAY MINETTE AL US                                      20180325       0.00      167       129.2     
BAY MINETTE AL US                                      20180326       0.00      172.4     147.2     
BAY MINETTE AL US                                      20180327       0.00      154.4     129.2     
BAY MINETTE AL US                                      20180328       0.00      159.8     129.2     
BAY MINETTE AL US                                      20180329       0.00      168.8     145.4     
BAY MINETTE AL US                                      20180330       1.50      172.4     136.4     
BAY MINETTE AL US                                      20180331       0.00      167       136.4     
GADSDEN 19 N AL US                                     20180301       0.49      147.2     116.6     
GADSDEN 19 N AL US                                     20180302       0.00      132.8     98.6      
GADSDEN 19 N AL US                                     20180303       0.00      140       87.8      
GADSDEN 19 N AL US                                     20180304       0.00      149       87.8      
GADSDEN 19 N AL US                                     20180305       0.04      127.4     107.6     
GADSDEN 19 N AL US                                     20180306       0.17      143.6     120.2     
GADSDEN 19 N AL US                                     20180307       0.00      120.2     93.2      
GADSDEN 19 N AL US                                     20180308       0.00      111.2     80.6      
GADSDEN 19 N AL US                                     20180309       0.00      138.2     75.2      
GADSDEN 19 N AL US                                     20180310       0.95      141.8     105.8     
GADSDEN 19 N AL US                                     20180311       1.16      132.8     111.2     
GADSDEN 19 N AL US                                     20180312       0.00      122       93.2      
GADSDEN 19 N AL US                                     20180313       0.00      123.8     82.4      
GADSDEN 19 N AL US                                     20180314       0.00      116.6     84.2      
GADSDEN 19 N AL US                                     20180315       0.00      147.2     87.8      
GADSDEN 19 N AL US                                     20180316       0.00      149       102.2     
GADSDEN 19 N AL US                                     20180317       0.25      163.4     131       
GADSDEN 19 N AL US                                     20180318       0.13      154.4     118.4     
GADSDEN 19 N AL US                                     20180319       1.11      147.2     129.2     
GADSDEN 19 N AL US                                     20180320       0.09      132.8     96.8      
GADSDEN 19 N AL US                                     20180321       0.00      120.2     93.2      
GADSDEN 19 N AL US                                     20180322       0.00      131       86        
GADSDEN 19 N AL US                                     20180323       0.00      138.2     93.2      
GADSDEN 19 N AL US                                     20180324       0.06      156.2     114.8     
GADSDEN 19 N AL US                                     20180325       0.64      141.8     118.4     
GADSDEN 19 N AL US                                     20180326       0.00      120.2     109.4     
GADSDEN 19 N AL US                                     20180327       0.00      143.6     109.4     
GADSDEN 19 N AL US                                     20180328       0.00      167       120.2     
GADSDEN 19 N AL US                                     20180329       0.95      161.6     132.8     
GADSDEN 19 N AL US                                     20180330       0.00      138.2     102.2     
GADSDEN 19 N AL US                                     20180331       0.00      150.8     98.6      
SELMA 13 WNW AL US                                     20180301       0.04      172.4     127.4     
SELMA 13 WNW AL US                                     20180302       0.00      147.2     102.2     
SELMA 13 WNW AL US                                     20180303       0.00      156.2     89.6      
SELMA 13 WNW AL US                                     20180304       0.00      159.8     93.2      
SELMA 13 WNW AL US                                     20180305       0.05      161.6     123.8     
SELMA 13 WNW AL US                                     20180306       0.94      152.6     114.8     
SELMA 13 WNW AL US                                     20180307       0.00      127.4     96.8      
SELMA 13 WNW AL US                                     20180308       0.00      129.2     84.2      
SELMA 13 WNW AL US                                     20180309       0.00      147.2     80.6      
SELMA 13 WNW AL US                                     20180310       0.01      165.2     105.8     
SELMA 13 WNW AL US                                     20180311       2.90      147.2     122       
SELMA 13 WNW AL US                                     20180312       0.00      134.6     104       
SELMA 13 WNW AL US                                     20180313       0.00      136.4     91.4      
SELMA 13 WNW AL US                                     20180314       0.00      134.6     86        
SELMA 13 WNW AL US                                     20180315       0.00      154.4     80.6      
SELMA 13 WNW AL US                                     20180316       0.00      149       96.8      
SELMA 13 WNW AL US                                     20180317       0.00      179.6     143.6     
SELMA 13 WNW AL US                                     20180318       0.24      158       136.4     
SELMA 13 WNW AL US                                     20180319       0.00      174.2     145.4     
SELMA 13 WNW AL US                                     20180320       0.00      156.2     111.2     
SELMA 13 WNW AL US                                     20180321       0.00      140       98.6      
SELMA 13 WNW AL US                                     20180322       0.00      145.4     87.8      
SELMA 13 WNW AL US                                     20180323       0.00      159.8     100.4     
SELMA 13 WNW AL US                                     20180324       0.00      172.4     125.6     
SELMA 13 WNW AL US                                     20180325       0.00      176       136.4     
SELMA 13 WNW AL US                                     20180326       0.00      136.4     123.8     
SELMA 13 WNW AL US                                     20180328       0.00      172.4     140       
SELMA 13 WNW AL US                                     20180329       1.10      170.6     140       
SELMA 13 WNW AL US                                     20180330       0.00      149       111.2     
SELMA 13 WNW AL US                                     20180331       0.00      159.8     98.6      
MARION JUNCTION 2 NE AL US                             20180301       0.01      176       134.6     
MARION JUNCTION 2 NE AL US                             20180302       0.06      176       131       
MARION JUNCTION 2 NE AL US                             20180303       0.00      149       111.2     
MARION JUNCTION 2 NE AL US                             20180304       0.00      161.6     95        
MARION JUNCTION 2 NE AL US                             20180305       0.03      161.6     95        
MARION JUNCTION 2 NE AL US                             20180306       0.82      165.2     123.8     
MARION JUNCTION 2 NE AL US                             20180307       0.02      154.4     105.8     
MARION JUNCTION 2 NE AL US                             20180308       0.00      131       87.8      
MARION JUNCTION 2 NE AL US                             20180309       0.00      132.8     82.4      
MARION JUNCTION 2 NE AL US                             20180310       0.00      149       91.4      
MARION JUNCTION 2 NE AL US                             20180311       1.87      167       114.8     
MARION JUNCTION 2 NE AL US                             20180312       0.41      150.8     104       
MARION JUNCTION 2 NE AL US                             20180313       0.00      136.4     89.6      
MARION JUNCTION 2 NE AL US                             20180314       0.00      138.2     89.6      
MARION JUNCTION 2 NE AL US                             20180315       0.00      138.2     82.4      
MARION JUNCTION 2 NE AL US                             20180316       0.00      158       91.4      
MARION JUNCTION 2 NE AL US                             20180317       0.01      150.8     105.8     
MARION JUNCTION 2 NE AL US                             20180318       0.00      183.2     140       
MARION JUNCTION 2 NE AL US                             20180319       0.19      159.8     145.4     
MARION JUNCTION 2 NE AL US                             20180320       0.01      177.8     125.6     
MARION JUNCTION 2 NE AL US                             20180321       0.00      141.8     100.4     
MARION JUNCTION 2 NE AL US                             20180322       0.00      131       87.8      
MARION JUNCTION 2 NE AL US                             20180323       0.00      149       98.6      
MARION JUNCTION 2 NE AL US                             20180324       0.00      165.2     111.2     
MARION JUNCTION 2 NE AL US                             20180325       0.00      176       132.8     
MARION JUNCTION 2 NE AL US                             20180326       0.00      181.4     127.4     
MARION JUNCTION 2 NE AL US                             20180327       0.00      134.6     122       
MARION JUNCTION 2 NE AL US                             20180328       0.00      156.2     123.8     
MARION JUNCTION 2 NE AL US                             20180329       0.00      176       145.4     
MARION JUNCTION 2 NE AL US                             20180330       0.98      168.8     127.4     
MARION JUNCTION 2 NE AL US                             20180331       0.00      152.6     102.2     
VALLEY HEAD 1 SSW AL US                                20180301       0.60      147.2     118.4     
VALLEY HEAD 1 SSW AL US                                20180302       0.00      132.8     93.2      
VALLEY HEAD 1 SSW AL US                                20180303       0.00      140       82.4      
VALLEY HEAD 1 SSW AL US                                20180304       0.00      150.8     91.4      
VALLEY HEAD 1 SSW AL US                                20180305       0.02      134.6     98.6      
VALLEY HEAD 1 SSW AL US                                20180306       0.15      149       96.8      
VALLEY HEAD 1 SSW AL US                                20180307       0.00      111.2     93.2      
VALLEY HEAD 1 SSW AL US                                20180308       0.00      113       77        
VALLEY HEAD 1 SSW AL US                                20180309       0.00      136.4     71.6      
VALLEY HEAD 1 SSW AL US                                20180310       0.69      134.6     89.6      
VALLEY HEAD 1 SSW AL US                                20180311       0.66      134.6     114.8     
VALLEY HEAD 1 SSW AL US                                20180312       0.00      120.2     93.2      
VALLEY HEAD 1 SSW AL US                                20180313       0.00      125.6     78.8      
VALLEY HEAD 1 SSW AL US                                20180314       0.00      118.4     78.8      
VALLEY HEAD 1 SSW AL US                                20180315       0.00      149       75.2      
VALLEY HEAD 1 SSW AL US                                20180316       0.00      154.4     91.4      
VALLEY HEAD 1 SSW AL US                                20180317       0.08      165.2     120.2     
VALLEY HEAD 1 SSW AL US                                20180318       0.03      154.4     107.6     
VALLEY HEAD 1 SSW AL US                                20180319       0.11      141.8     127.4     
VALLEY HEAD 1 SSW AL US                                20180320       0.02      132.8     96.8      
VALLEY HEAD 1 SSW AL US                                20180321       0.00      120.2     84.2      
VALLEY HEAD 1 SSW AL US                                20180322       0.00      131       75.2      
VALLEY HEAD 1 SSW AL US                                20180323       0.00      147.2     86        
VALLEY HEAD 1 SSW AL US                                20180324       0.09      150.8     120.2     
VALLEY HEAD 1 SSW AL US                                20180325       0.00      138.2     120.2     
VALLEY HEAD 1 SSW AL US                                20180326       0.00      122       111.2     
VALLEY HEAD 1 SSW AL US                                20180327       0.00      141.8     111.2     
VALLEY HEAD 1 SSW AL US                                20180328       0.00      168.8     123.8     
VALLEY HEAD 1 SSW AL US                                20180329       0.91      163.4     132.8     
VALLEY HEAD 1 SSW AL US                                20180330       0.00      136.4     96.8      
VALLEY HEAD 1 SSW AL US                                20180331       0.00      152.6     89.6      
CULLMAN NAHS AL US                                     20180301       0.95      156.2     123.8     
CULLMAN NAHS AL US                                     20180302       0.31      136.4     102.2     
CULLMAN NAHS AL US                                     20180306       0.28      136.4     116.6     
CULLMAN NAHS AL US                                     20180307       0.00      143.6     91.4      
CULLMAN NAHS AL US                                     20180308       0.00      109.4     75.2      
CULLMAN NAHS AL US                                     20180309       0.00      114.8     69.8      
CULLMAN NAHS AL US                                     20180310       0.00      140       82.4      
CULLMAN NAHS AL US                                     20180311       2.05      131       123.8     
CULLMAN NAHS AL US                                     20180312       0.10      134.6     91.4      
CULLMAN NAHS AL US                                     20180313       0.00      120.2     77        
CULLMAN NAHS AL US                                     20180314       0.00      127.4     77        
CULLMAN NAHS AL US                                     20180315       0.00      118.4     73.4      
CULLMAN NAHS AL US                                     20180316       0.00      147.2     75.2      
CULLMAN NAHS AL US                                     20180319       0.10      150.8     120.2     
CULLMAN NAHS AL US                                     20180320       1.77      161.6     113       
CULLMAN NAHS AL US                                     20180321       0.05      123.8     87.8      
CULLMAN NAHS AL US                                     20180323       0.00      132.8     89.6      
CULLMAN NAHS AL US                                     20180326       0.00      163.4     114.8     
CULLMAN NAHS AL US                                     20180327       0.00      125.6     111.2     
CULLMAN NAHS AL US                                     20180328       0.00      141.8     113       
CULLMAN NAHS AL US                                     20180329       0.00      163.4     136.4     
CULLMAN NAHS AL US                                     20180330       0.88      154.4     120.2     
EVERGREEN MIDDLETON FIELD AL US                        20180301       0.01      179.6     134.6     
EVERGREEN MIDDLETON FIELD AL US                        20180302       0.00      159.8     109.4     
EVERGREEN MIDDLETON FIELD AL US                        20180303       0.00      165.2     102.2     
EVERGREEN MIDDLETON FIELD AL US                        20180304       0.00      168.8     95        
EVERGREEN MIDDLETON FIELD AL US                        20180305       0.00      172.4     125.6     
EVERGREEN MIDDLETON FIELD AL US                        20180306       0.49      158       116.6     
EVERGREEN MIDDLETON FIELD AL US                        20180307       0.00      136.4     96.8      
EVERGREEN MIDDLETON FIELD AL US                        20180308       0.00      140       89.6      
EVERGREEN MIDDLETON FIELD AL US                        20180309       0.00      154.4     86        
EVERGREEN MIDDLETON FIELD AL US                        20180310       0.00      168.8     105.8     
EVERGREEN MIDDLETON FIELD AL US                        20180311       0.57      150.8     132.8     
EVERGREEN MIDDLETON FIELD AL US                        20180312       0.00      138.2     102.2     
EVERGREEN MIDDLETON FIELD AL US                        20180313       0.00      145.4     93.2      
EVERGREEN MIDDLETON FIELD AL US                        20180314       0.00      145.4     91.4      
EVERGREEN MIDDLETON FIELD AL US                        20180315       0.00      159.8     82.4      
EVERGREEN MIDDLETON FIELD AL US                        20180316       0.20      154.4     98.6      
EVERGREEN MIDDLETON FIELD AL US                        20180317       0.00      181.4     140       
EVERGREEN MIDDLETON FIELD AL US                        20180318       0.80      174.2     150.8     
EVERGREEN MIDDLETON FIELD AL US                        20180319       0.01      181.4     150.8     
EVERGREEN MIDDLETON FIELD AL US                        20180320       0.00      158       122       
EVERGREEN MIDDLETON FIELD AL US                        20180321       0.00      149       104       
EVERGREEN MIDDLETON FIELD AL US                        20180322       0.00      150.8     95        
EVERGREEN MIDDLETON FIELD AL US                        20180323       0.00      167       98.6      
EVERGREEN MIDDLETON FIELD AL US                        20180324       0.00      176       120.2     
EVERGREEN MIDDLETON FIELD AL US                        20180325       0.00      183.2     150.8     
EVERGREEN MIDDLETON FIELD AL US                        20180326       0.01      156.2     129.2     
EVERGREEN MIDDLETON FIELD AL US                        20180327       0.00      172.4     127.4     
EVERGREEN MIDDLETON FIELD AL US                        20180328       0.00      177.8     127.4     
EVERGREEN MIDDLETON FIELD AL US                        20180329       1.29      179.6     143.6     
EVERGREEN MIDDLETON FIELD AL US                        20180330       0.00      158       118.4     
EVERGREEN MIDDLETON FIELD AL US                        20180331       0.00      170.6     105.8     
COURTLAND 2 WSW AL US                                  20180301       0.39      143.6     118.4     
COURTLAND 2 WSW AL US                                  20180302       0.00      134.6     96.8      
COURTLAND 2 WSW AL US                                  20180303       0.00      141.8     89.6      
COURTLAND 2 WSW AL US                                  20180304       0.00      152.6     89.6      
COURTLAND 2 WSW AL US                                  20180305       0.10      141.8     114.8     
COURTLAND 2 WSW AL US                                  20180306       0.00      147.2     114.8     
COURTLAND 2 WSW AL US                                  20180307       0.00      114.8     84.2      
COURTLAND 2 WSW AL US                                  20180308       0.00      116.6     84.2      
COURTLAND 2 WSW AL US                                  20180309       0.00      145.4     78.8      
COURTLAND 2 WSW AL US                                  20180310       0.39      140       113       
COURTLAND 2 WSW AL US                                  20180311       0.52      138.2     102.2     
COURTLAND 2 WSW AL US                                  20180312       0.00      125.6     95        
COURTLAND 2 WSW AL US                                  20180313       0.00      129.2     84.2      
COURTLAND 2 WSW AL US                                  20180314       0.00      122       82.4      
